Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000138068	p22.2	2	37167820	37196598	SULT6B1
ENSG00000218739	p22.2	2	37196488	37216193	CEBPZOS
ENSG00000118246	q33.3	2	206765357	206796189	FASTKD2
ENSG00000119778	p23.3	2	23748664	23927123	ATAD2B
ENSG00000115816	p22.2	2	37201612	37231596	CEBPZ
ENSG00000183607	p13.3	2	68945232	68952893	GKN2
ENSG00000168427	q37.3	2	238138668	238152947	KLHL30
ENSG00000162999	q32.1	2	183078559	183100008	DUSP19
ENSG00000185176	q37.3	2	240676418	240682906	AQP12B
ENSG00000178752	q37.3	2	238158970	238168900	ERFE
ENSG00000172554	p25.3	2	950849	1367613	SNTG2
ENSG00000136546	q24.3	2	166403573	166611482	SCN7A
ENSG00000115705	p25.3	2	1374066	1543711	TPO
ENSG00000035115	p25.3	2	217730	266398	SH3YL1
ENSG00000082146	q33.1	2	201387858	201480846	STRADB
ENSG00000184945	q37.3	2	240691851	240698483	AQP12A
ENSG00000115993	q33.1	2	201377207	201451500	TRAK2
ENSG00000198885	q11.2	2	96325331	96330517	ITPRIPL1
ENSG00000168505	q37.2	2	236165236	236168386	GBX2
ENSG00000182177	q37.2	2	236194872	236264409	ASB18
ENSG00000068697	p24.1	2	20032650	20051628	LAPTM4A
ENSG00000115590	q11.2	2	101991960	102028544	IL1R2
ENSG00000144410	q33.3	2	206939518	206969474	CPO
ENSG00000143727	p25.3	2	264140	278283	ACP1
ENSG00000136720	q14.3	2	128236716	128318868	HS6ST1
ENSG00000135924	q35	2	219279267	219286900	DNAJB2
ENSG00000132323	q37.3	2	238170402	238203708	ILKAP
ENSG00000163092	q24.3	2	166888487	167259753	XIRP2
ENSG00000197635	q24.2	2	161992245	162074215	DPP4
ENSG00000183091	q23.3	2	151485336	151734487	NEB
ENSG00000222014	q21.1	2	129979666	129982738	RAB6C
ENSG00000115825	p22.2	2	37250502	37324808	PRKD3
ENSG00000169605	p13.3	2	68974573	68980974	GKN1
ENSG00000118263	q33.3	2	207074137	207167267	KLF7
ENSG00000003509	p22.2	2	37231631	37253403	NDUFAF7
ENSG00000118260	q33.3	2	207529737	207605988	CREB1
ENSG00000162971	q33.1	2	199928913	199955736	TYW5
ENSG00000173960	p23.3	2	23927285	24004909	UBXN2A
ENSG00000068654	p11.2	2	86020216	86106155	POLR1A
ENSG00000162972	q33.1	2	199955317	200008540	MAIP1
ENSG00000144401	q33.3	2	207580631	207625928	METTL21A
ENSG00000178074	q33.1	2	199911293	199955935	C2orf69
ENSG00000196604	q21.1	2	130073535	130129222	POTEF
ENSG00000168955	q36.3	2	227362038	227381995	TM4SF20
ENSG00000284629	q36.3	2	227387683	227387949	SCYGR1
ENSG00000121152	q11.2	2	96335766	96377091	NCAPH
ENSG00000173744	q36.3	2	227472152	227561214	AGFG1
ENSG00000152076	q21.1	2	130139287	130145134	CCDC74B
ENSG00000128656	q31.1	2	174799313	175005381	CHN1
ENSG00000152518	p21	2	43222402	43226606	ZFP36L2
ENSG00000163002	q32.1	2	183117513	183161680	NUP35
ENSG00000132321	q37.3	2	236324147	236507535	IQCA1
ENSG00000170500	q11.2	2	100273291	100322733	LONRF2
ENSG00000015568	q13	2	109792758	109857705	RGPD5
ENSG00000080345	q23.3	2	151409883	151508013	RIF1
ENSG00000084754	p23.3	2	26190635	26244672	HADHA
ENSG00000115226	p23.3	2	27491883	27495200	FNDC4
ENSG00000163501	q35	2	219054424	219060921	IHH
ENSG00000138029	p23.3	2	26243170	26290465	HADHB
ENSG00000115970	p21	2	43230836	43596046	THADA
ENSG00000172318	q24.3	2	167868948	167874041	B3GALT1
ENSG00000115263	q24.2	2	162142882	162152404	GCG
ENSG00000135912	q35	2	218710835	218755416	TTLL4
ENSG00000078098	q24.2	2	162170684	162245151	FAP
ENSG00000088179	q14.2	2	119759922	119984899	PTPN4
ENSG00000144476	q37.3	2	236567787	236582354	ACKR3
ENSG00000213901	q35	2	219161465	219170095	SLC23A3
ENSG00000198612	q37.3	2	237085882	237100474	COPS8
ENSG00000205639	p23.3	2	24010081	24063321	MFSD2B
ENSG00000198648	q24.3	2	167954020	168247595	STK39
ENSG00000187736	q35	2	219075317	219160865	NHEJ1
ENSG00000119782	p23.3	2	24049701	24063681	FKBP1B
ENSG00000169629	q14.1	2	112368369	112434488	RGPD8
ENSG00000163026	p23.3	2	24029347	24049575	WDCP
ENSG00000115128	p23.3	2	24067586	24076373	SF3B6
ENSG00000256977	q13	2	109898428	109924868	LIMS3
ENSG00000115526	q11.2	2	100391860	100417668	CHST10
ENSG00000132300	p11.2	2	86106223	86142157	PTCD3
ENSG00000176732	p23.3	2	24114809	24123464	PFN4
ENSG00000115129	p23.3	2	24077433	24085861	TP53I3
ENSG00000219626	p23.3	2	24076526	24169640	FAM228B
ENSG00000186453	p23.3	2	24175053	24200849	FAM228A
ENSG00000084734	p23.3	2	27496839	27523684	GCKR
ENSG00000152253	q31.1	2	168834132	168913371	SPC25
ENSG00000115594	q11.2	2	102064544	102179874	IL1R1
ENSG00000172292	q24.3	2	168455862	168775137	CERS6
ENSG00000163072	q24.3	2	168786539	168865514	NOSTRIN
ENSG00000204640	q11.2	2	100470482	100483280	NMS
ENSG00000115539	q11.2	2	100562993	100576739	PDCL3
ENSG00000163283	q37.1	2	232378724	232382889	ALPP
ENSG00000152254	q31.1	2	168901291	168910000	G6PC2
ENSG00000197756	q35	2	216498825	216579180	RPL37A
ENSG00000284643	q36.3	2	227598893	227599255	SCYGR2
ENSG00000114999	q14.1	2	112482156	112541739	TTL
ENSG00000115598	q12.1	2	102187006	102240002	IL1RL2
ENSG00000221843	p23.3	2	27537386	27582721	C2orf16
ENSG00000163121	q11.2	2	96497646	96508109	NEURL3
ENSG00000284704	q36.3	2	227614538	227614840	SCYGR3
ENSG00000284631	q36.3	2	227616998	227618655	SCYGR4
ENSG00000042304	q36.3	2	227610090	227648606	C2orf83
ENSG00000115457	q35	2	216632828	216664436	IGFBP2
ENSG00000054356	q35	2	219289623	219309648	PTPRN
ENSG00000115602	q12.1	2	102311502	102352037	IL1RL1
ENSG00000155754	q33.1	2	201487421	201619178	C2CD6
ENSG00000115604	q12.1	2	102311529	102398775	IL18R1
ENSG00000152689	p22.3	2	33436324	33564750	RASGRP3
ENSG00000115828	p22.2	2	37342827	37373322	QPCT
ENSG00000135929	q35	2	218781749	218815293	CYP27A1
ENSG00000118245	q35	2	216859458	216860064	TNP1
ENSG00000115461	q35	2	216672105	216695549	IGFBP5
ENSG00000130508	p25.3	2	1631887	1744852	PXDN
ENSG00000119812	p22.3	2	33583660	33599382	FAM98A
ENSG00000144199	q11.2	2	97083583	97094882	FAHD2B
ENSG00000071082	q11.2	2	101002229	101024032	RPL31
ENSG00000170485	q11.2	2	100820139	100996829	NPAS2
ENSG00000204634	q11.2	2	101007617	101252866	TBC1D8
ENSG00000115592	q35	2	218822383	218832086	PRKAG3
ENSG00000163171	p22.2	2	37641882	37738468	CDC42EP3
ENSG00000163286	q37.1	2	232406844	232410714	ALPG
ENSG00000243943	p23.3	2	27582969	27623217	ZNF512
ENSG00000284667	q36.3	2	227666804	227667061	SCYGR5
ENSG00000163295	q37.1	2	232456125	232460753	ALPI
ENSG00000198522	p23.3	2	27628247	27651511	GPN1
ENSG00000135917	q36.3	2	227683763	227718028	SLC19A3
ENSG00000211598	p11.2	2	88885397	88886153	IGKV4-1
ENSG00000196843	q11.2	2	96536743	96552634	ARID5A
ENSG00000284725	q36.3	2	227724440	227724757	SCYGR6
ENSG00000284718	q36.3	2	227728335	227728625	SCYGR7
ENSG00000284635	q36.3	2	227745845	227746681	SCYGR8
ENSG00000119760	p23.3	2	27650809	27663840	SUPT7L
ENSG00000135976	q11.2	2	97113218	97264434	ANKRD36
ENSG00000211599	p11.2	2	88897232	88897784	IGKV5-2
ENSG00000144063	q13	2	110083870	110116566	MALL
ENSG00000243466	p11.2	2	88947301	88947957	IGKV1-5
ENSG00000239855	p11.2	2	88966262	88966767	IGKV1-6
ENSG00000243063	p11.2	2	88978468	88979081	IGKV3-7
ENSG00000240671	p11.2	2	88992409	88992931	IGKV1-8
ENSG00000163798	p23.3	2	27663471	27694976	SLC4A1AP
ENSG00000241755	p11.2	2	89009982	89010515	IGKV1-9
ENSG00000241351	p11.2	2	89027171	89027731	IGKV3-11
ENSG00000243290	p11.2	2	89040224	89040745	IGKV1-12
ENSG00000176714	p23.3	2	27625639	27629012	CCDC121
ENSG00000182698	q35	2	219327407	219333177	RESP18
ENSG00000244437	p11.2	2	89085177	89085787	IGKV3-15
ENSG00000171551	q37.1	2	232479827	232487834	ECEL1
ENSG00000240864	p11.2	2	89099859	89100361	IGKV1-16
ENSG00000240382	p11.2	2	89117342	89117844	IGKV1-17
ENSG00000239951	p11.2	2	89142574	89143160	IGKV3-20
ENSG00000115009	q36.3	2	227805739	227817564	CCL20
ENSG00000211611	p11.2	2	89159751	89160366	IGKV6-21
ENSG00000115884	p24.1	2	20200797	20225433	SDC1
ENSG00000241294	p11.2	2	89176328	89177160	IGKV2-24
ENSG00000138061	p22.2	2	38066973	38109902	CYP1B1
ENSG00000115841	p22.2	2	37923187	38067142	RMDN2
ENSG00000115596	q35	2	218859805	218874233	WNT6
ENSG00000150938	p22.2	2	36355778	36551135	CRIM1
ENSG00000132305	p11.2	2	86143932	86195770	IMMT
ENSG00000123977	q36.3	2	227871054	227924344	DAW1
ENSG00000171055	p22.2	2	36531805	36646087	FEZ2
ENSG00000115607	q12.1	2	102418689	102452565	IL18RAP
ENSG00000135925	q35	2	218880852	218899581	WNT10A
ENSG00000244575	p11.2	2	89213423	89213928	IGKV1-27
ENSG00000244116	p11.2	2	89221698	89222461	IGKV2-28
ENSG00000243238	p11.2	2	89244781	89245596	IGKV2-30
ENSG00000171450	q35	2	218959666	218962155	CDK5R2
ENSG00000144040	p13.2	2	72942036	73075619	SFXN5
ENSG00000237412	q37.1	2	232520463	232525716	PRSS56
ENSG00000180251	q12.1	2	102473226	102533972	SLC9A4
ENSG00000115966	q31.1	2	175072250	175168382	ATF2
ENSG00000198399	p23.3	2	24202864	24360714	ITSN2
ENSG00000135631	p13.2	2	73073382	73156721	RAB11FIP5
ENSG00000163497	q35	2	218981087	218985657	FEV
ENSG00000115616	q12.1	2	102619553	102711355	SLC9A2
ENSG00000155755	q33.1	2	201620184	201643570	TMEM237
ENSG00000242076	p11.2	2	89266494	89268506	IGKV1-33
ENSG00000239862	p11.2	2	89297264	89297785	IGKV1-37
ENSG00000242371	p11.2	2	89319625	89320146	IGKV1-39
ENSG00000273962	p11.2	2	89330110	89330429	IGKV2-40
ENSG00000163795	p23.3	2	27377235	27380790	ZNF513
ENSG00000115234	p23.3	2	27370496	27377535	SNX17
ENSG00000082126	q33.1	2	201644870	201698694	MPP4
ENSG00000251039	p11.2	2	89851791	89852497	IGKV2D-40
ENSG00000251546	p11.2	2	89862482	89862981	IGKV1D-39
ENSG00000163499	q35	2	218990189	218993422	CRYBA2
ENSG00000153820	q36.3	2	227979955	228181687	SPHKAP
ENSG00000144567	q35	2	219176225	219185475	RETREG2
ENSG00000250036	p11.2	2	89884740	89885216	IGKV1D-37
ENSG00000115649	q35	2	219171897	219178106	CNPPD1
ENSG00000135902	q37.1	2	232525993	232536667	CHRND
ENSG00000132326	q37.3	2	238244044	238290102	PER2
ENSG00000239975	p11.2	2	89913982	89916052	IGKV1D-33
ENSG00000239571	p11.2	2	89936859	89937679	IGKV2D-30
ENSG00000243264	p11.2	2	89947512	89948279	IGKV2D-29
ENSG00000242534	p11.2	2	89959979	89960754	IGKV2D-28
ENSG00000211623	p11.2	2	89985922	89986702	IGKV2D-26
ENSG00000144485	q37.3	2	238238267	238240662	HES6
ENSG00000241566	p11.2	2	90004797	90005629	IGKV2D-24
ENSG00000225523	p11.2	2	90021567	90022185	IGKV6D-21
ENSG00000181378	q35	2	219002846	219041527	CFAP65
ENSG00000115414	q35	2	215360440	215436073	FN1
ENSG00000115241	p23.3	2	27381195	27409591	PPM1G
ENSG00000132313	p11.2	2	86199355	86213790	MRPL35
ENSG00000196912	q11.2	2	97492663	97589965	ANKRD36B
ENSG00000211625	p11.2	2	90038848	90039479	IGKV3D-20
ENSG00000224041	p11.2	2	90114838	90115402	IGKV3D-15
ENSG00000241244	p11.2	2	90100236	90100738	IGKV1D-16
ENSG00000211626	p11.2	2	90069662	90070238	IGKV6D-41
ENSG00000242766	p11.2	2	90082635	90083291	IGKV1D-17
ENSG00000196811	q37.1	2	232539692	232548115	CHRNG
ENSG00000153823	q36.3	2	228850526	229271285	PID1
ENSG00000221944	q37.1	2	232547970	232550557	TIGD1
ENSG00000143954	p12	2	79025686	79028505	REG3G
ENSG00000151360	p25.3	2	3658200	3702671	ALLC
ENSG00000144061	q13	2	110122311	110205066	NPHP1
ENSG00000187957	q36.3	2	229357629	229714555	DNER
ENSG00000135953	q12.1	2	102714630	102736888	MFSD9
ENSG00000068615	p11.2	2	86213993	86338083	REEP1
ENSG00000276566	p11.2	2	90154073	90154574	IGKV1D-13
ENSG00000278857	p11.2	2	90159840	90160335	IGKV1D-12
ENSG00000135940	q11.2	2	97646062	97648383	COX5B
ENSG00000211632	p11.2	2	90172802	90173414	IGKV3D-11
ENSG00000211633	p11.2	2	90190193	90190681	IGKV1D-42
ENSG00000242580	p11.2	2	90209873	90210529	IGKV1D-43
ENSG00000239819	p11.2	2	90220727	90221384	IGKV1D-8
ENSG00000228325	p11.2	2	90234812	90235370	IGKV3D-7
ENSG00000172023	p12	2	79085023	79088019	REG1B
ENSG00000163359	q37.3	2	237324003	237414375	COL6A3
ENSG00000115073	q11.2	2	97655939	97664044	ACTR1B
ENSG00000055917	p24.1	2	20248691	20352234	PUM2
ENSG00000115386	p12	2	79120362	79123409	REG1A
ENSG00000084676	p23.3	2	24491914	24770702	NCOA1
ENSG00000175701	q13	2	110211529	110245420	MTLN
ENSG00000169604	p13.3	2	69013178	69249327	ANTXR1
ENSG00000170417	q12.1	2	102736905	103019900	TMEM182
ENSG00000158552	q35	2	219195237	219209651	ZFAND2B
ENSG00000162951	p12	2	80288351	80304752	LRRTM1
ENSG00000172016	p12	2	79157003	79159753	REG3A
ENSG00000115109	q14.2	2	120013077	120179119	EPB41L5
ENSG00000143878	p24.1	2	20447074	20449440	RHOB
ENSG00000066032	p12	2	79185231	80648861	CTNNA2
ENSG00000135930	q37.1	2	232550674	232583644	EIF4E2
ENSG00000228486	q11.2	2	97664217	97703064	C2orf92
ENSG00000204104	q37.3	2	238320441	238400897	TRAF3IP1
ENSG00000243147	p23.2	2	27771717	27988087	MRPL33
ENSG00000115468	q37.1	2	232606057	232682780	EFHD1
ENSG00000158019	p23.2	2	27889941	28338901	BABAM2
ENSG00000123992	q35	2	219373527	219400022	DNPEP
ENSG00000256671	q13	2	110446640	110473075	LIMS4
ENSG00000073734	q31.1	2	168915498	169031324	ABCB11
ENSG00000065802	q37.3	2	238426742	238452250	ASB1
ENSG00000115216	p23.3	2	27427790	27442259	NRBP1
ENSG00000171174	p23.2	2	27781379	27890681	RBKS
ENSG00000073737	q31.1	2	169064789	169096167	DHRS9
ENSG00000138031	p23.3	2	24819169	24919839	ADCY3
ENSG00000154518	q31.1	2	175176258	175184607	ATP5MC3
ENSG00000184924	p23.3	2	24789734	24793382	PTRHD1
ENSG00000138092	p23.3	2	24793136	24822376	CENPO
ENSG00000118960	p24.1	2	20560448	20651130	HS1BP3
ENSG00000144320	q31.1	2	175923882	176002839	LNPK
ENSG00000125630	q14.1	2	112541915	112577150	POLR1B
ENSG00000152527	p21	2	43637260	43767987	PLEKHH2
ENSG00000115548	p11.2	2	86440647	86492716	KDM3A
ENSG00000223658	p21	2	43675151	43676429	C1GALT1C1L
ENSG00000005448	p13.1	2	74421678	74425755	WDR54
ENSG00000231292	q14.1	2	113406396	113406872	IGKV1OR2-108
ENSG00000176887	p25.2	2	5692384	5701385	SOX11
ENSG00000130294	q37.3	2	240713761	240821036	KIF1A
ENSG00000174279	q31.1	2	176077472	176083913	EVX2
ENSG00000128714	q31.1	2	176092721	176095944	HOXD13
ENSG00000170178	q31.1	2	176099730	176101193	HOXD12
ENSG00000128710	q31.1	2	176108790	176119942	HOXD10
ENSG00000128713	q31.1	2	176104216	176109754	HOXD11
ENSG00000153827	q36.3	2	229763838	229923239	TRIP12
ENSG00000233608	q37.3	2	238848032	238910534	TWIST2
ENSG00000214513	p13.2	2	73202574	73212513	NOTO
ENSG00000143869	p24.1	2	20667144	20679243	GDF7
ENSG00000135632	p13.2	2	73214222	73227221	SMYD5
ENSG00000118961	p24.1	2	20684014	20823130	LDAH
ENSG00000153832	q36.3	2	229922302	230013119	FBXO36
ENSG00000128709	q31.1	2	176122719	176124937	HOXD9
ENSG00000170166	q31.1	2	176151550	176153226	HOXD4
ENSG00000135617	p13.2	2	73228010	73233239	PRADC1
ENSG00000128652	q31.1	2	176136612	176173102	HOXD3
ENSG00000173567	p23.3	2	26308173	26346817	ADGRF3
ENSG00000198925	q35	2	219219380	219229717	ATG9A
ENSG00000175879	q31.1	2	176129694	176132695	HOXD8
ENSG00000138018	p23.3	2	26308547	26395891	SELENOI
ENSG00000183054	q13	2	110513812	110577185	RGPD6
ENSG00000128645	q31.1	2	176188668	176190907	HOXD1
ENSG00000259916	q11.1	2	94588522	94604573	
ENSG00000003393	q33.1	2	201700267	201780956	ALS2
ENSG00000144426	q33.2	2	203014879	203226378	NBEAL1
ENSG00000115657	q35	2	219209772	219218994	ABCB6
ENSG00000081479	q31.1	2	169127109	169362534	LRP2
ENSG00000163060	q11.1	2	94871430	94876823	TEKT4
ENSG00000136682	q14.1	2	113437691	113496204	CBWD2
ENSG00000163053	q36.3	2	230034982	230068993	SLC16A14
ENSG00000115694	q37.3	2	241492670	241509730	STK25
ENSG00000119787	p22.1	2	38293954	38377285	ATL2
ENSG00000135624	p13.2	2	73233420	73253021	CCT7
ENSG00000135636	p13.2	2	71453722	71686768	DYSF
ENSG00000138036	p21	2	43774039	43810010	DYNC2LI1
ENSG00000175084	q35	2	219418377	219426734	DES
ENSG00000006607	q37.3	2	241356285	241494841	FARP2
ENSG00000157856	p23.3	2	26401920	26456711	DRC1
ENSG00000184492	q14.1	2	113498665	113501155	FOXD4L1
ENSG00000188760	q35	2	219543663	219550595	TMEM198
ENSG00000123989	q35	2	219538948	219543809	CHPF
ENSG00000068024	q37.3	2	239048168	239401654	HDAC4
ENSG00000114993	p13.1	2	74425835	74442422	RTKN
ENSG00000172005	q11.1	2	95025677	95053992	MAL
ENSG00000075426	p23.2	2	28392448	28417317	FOSL2
ENSG00000125611	q14.1	2	112584240	112589275	CHCHD5
ENSG00000134326	p25.2	2	6840570	6866635	CMPK2
ENSG00000239474	q31.1	2	169509702	169526258	KLHL41
ENSG00000135899	q37.1	2	230167293	230225729	SP110
ENSG00000163093	q31.1	2	169479480	169506655	BBS5
ENSG00000134321	p25.2	2	6865806	6898239	RSAD2
ENSG00000119004	q33.2	2	203238940	203305611	CYP20A1
ENSG00000163013	p13.2	2	73254682	73284431	FBXO41
ENSG00000079263	q37.1	2	230203110	230313215	SP140
ENSG00000135625	p13.2	2	73290929	73293701	EGR4
ENSG00000116005	p13.3	2	70257386	70281185	PCYOX1
ENSG00000162804	q37.3	2	240998618	241095568	SNED1
ENSG00000198914	q12.1	2	104854115	104858574	POU3F3
ENSG00000138399	q31.1	2	169528508	169573875	FASTKD1
ENSG00000143921	p21	2	43831942	43882988	ABCG8
ENSG00000138075	p21	2	43812472	43838865	ABCG5
ENSG00000122085	q37.3	2	241072169	241102332	MTERF4
ENSG00000144029	q11.1	2	95085369	95149434	MRPS5
ENSG00000144026	q11.1	2	95145000	95165413	ZNF514
ENSG00000135972	q12.1	2	105038069	105099960	MRPS9
ENSG00000116127	p13.1	2	73385758	73625166	ALMS1
ENSG00000275111	q11.1	2	95165432	95184317	ZNF2
ENSG00000115648	q37.3	2	237485428	237555322	MLPH
ENSG00000163541	p11.2	2	84423528	84460045	SUCLG1
ENSG00000274049	p13.1	2	74455088	74460884	INO80B-WBP1
ENSG00000239779	p13.1	2	74458400	74460891	WBP1
ENSG00000135973	q12.1	2	105241743	105243467	GPR45
ENSG00000135966	q12.2	2	105264391	105329735	TGFBRAP1
ENSG00000115274	p13.1	2	74455087	74457944	INO80B
ENSG00000151692	p25.1	2	6917412	7068286	RNF144A
ENSG00000144035	p13.1	2	73640723	73642422	NAT8
ENSG00000169016	p25.1	2	11444375	11466177	E2F6
ENSG00000128654	q31.1	2	176269395	176338025	MTX2
ENSG00000124006	q35	2	219550728	219571859	OBSL1
ENSG00000143977	p13.3	2	70281362	70293740	SNRPG
ENSG00000123999	q35	2	219569162	219575711	INHA
ENSG00000035141	p13.3	2	70295975	70302090	FAM136A
ENSG00000138095	p21	2	43886224	43995989	LRPPRC
ENSG00000163803	p23.2	2	28457145	28644142	PLB1
ENSG00000138079	p21	2	44275458	44321494	SLC3A1
ENSG00000163235	p13.3	2	70447284	70554193	TGFA
ENSG00000144134	q14.1	2	113627229	113643396	RABL2A
ENSG00000138078	p21	2	44316281	44361862	PREPL
ENSG00000135974	q12.2	2	105337532	105349211	C2orf49
ENSG00000144034	p13.1	2	73729104	73737400	TPRKB
ENSG00000173166	q33.2	2	203394345	203535335	RAPH1
ENSG00000138032	p21	2	44167969	44244384	PPM1B
ENSG00000286095	q35	2	219496125	219498287	SPEGNB
ENSG00000072195	q35	2	219434843	219493629	SPEG
ENSG00000226479	q14.2	2	120217479	120223400	TMEM185B
ENSG00000138443	q33.2	2	203328239	203447728	ABI2
ENSG00000072182	q35	2	219514170	219538772	ASIC4
ENSG00000213639	p23.2	2	28751640	28802940	PPP1CB
ENSG00000143952	p14	2	63892146	64019428	VPS54
ENSG00000115423	p11.2	2	84516455	84819589	DNAH6
ENSG00000144591	q35	2	219498867	219506989	GMPPA
ENSG00000171103	p23.2	2	28849821	28870309	TRMT61B
ENSG00000163806	p23.2	2	28782517	28850611	SPDYA
ENSG00000169679	q13	2	110637528	110678063	BUB1
ENSG00000115282	p13.1	2	74483073	74494886	TTC31
ENSG00000115155	p23.3	2	26457203	26558698	OTOF
ENSG00000115306	p16.2	2	54456317	54671446	SPTBN1
ENSG00000135637	p13.1	2	74471986	74483408	CCDC142
ENSG00000196208	p25.1	2	11482341	11642788	GREB1
ENSG00000204822	p13.1	2	74471982	74472687	MRPL53
ENSG00000115275	p13.1	2	74461057	74465410	MOGS
ENSG00000143889	p22.1	2	38561969	38603586	HNRNPLL
ENSG00000071677	q37.3	2	237566574	237567175	PRLH
ENSG00000170144	q31.2	2	177212563	177223958	HNRNPA3
ENSG00000143891	p22.1	2	38666081	38741237	GALM
ENSG00000144136	q14.1	2	112645939	112663825	SLC20A1
ENSG00000115641	q12.2	2	105357712	105438513	FHL2
ENSG00000124839	q37.3	2	237574322	237601614	RAB17
ENSG00000034510	p11.2	2	84905656	84906671	TMSB10
ENSG00000186854	p11.2	2	84821650	84907008	TRABD2A
ENSG00000144048	p13.1	2	73762184	73780157	DUSP11
ENSG00000187833	p13.1	2	73784189	73817147	C2orf78
ENSG00000138398	q31.1	2	169584344	169641406	PPIG
ENSG00000136732	q14.3	2	126656133	126696667	GYPC
ENSG00000173557	p23.3	2	26562585	26579532	FAM166C
ENSG00000197329	p14	2	64092652	64144420	PELI1
ENSG00000071051	q12.2	2	105744912	105894274	NCK2
ENSG00000144589	q35	2	219597857	219616451	STK11IP
ENSG00000237524	q14.3	2	126898864	126902097	TEX51
ENSG00000169006	p25.1	2	11658178	11670195	NTSR2
ENSG00000185404	q37.1	2	230327184	230403732	SP140L
ENSG00000157884	p23.3	2	26581205	26641366	CIB4
ENSG00000115875	p22.1	2	38743599	38751494	SRSF7
ENSG00000115687	q37.3	2	241106099	241150264	PASK
ENSG00000171303	p23.3	2	26692690	26733420	KCNK3
ENSG00000119147	q12.2	2	106063246	106078155	ECRG4
ENSG00000115685	q37.3	2	241149576	241183652	PPP1R7
ENSG00000179528	p13.1	2	74497517	74503316	LBX2
ENSG00000115084	q14.1	2	113705011	113756693	SLC35F5
ENSG00000115738	p25.1	2	8678845	8684461	ID2
ENSG00000169607	q14.1	2	112736349	112764664	CKAP2L
ENSG00000176407	p11.2	2	84971093	85059472	KCMF1
ENSG00000182389	q23.3	2	151832768	152099475	CACNB4
ENSG00000124356	p13.1	2	73828916	73873659	STAMBP
ENSG00000115289	p13.1	2	74505043	74507695	PCGF1
ENSG00000144118	q14.2	2	120240064	120294710	RALB
ENSG00000170264	p15	2	61824848	61854143	FAM161A
ENSG00000115652	q12.2	2	106093303	106194339	UXS1
ENSG00000152284	p11.2	2	85133392	85310387	TCF7L1
ENSG00000115091	q14.1	2	113890063	113962596	ACTR3
ENSG00000115163	p23.3	2	26764289	26801067	CENPA
ENSG00000213699	p23.3	2	26764284	26781231	SLC35F6
ENSG00000130414	q37.3	2	239892450	240025345	NDUFA10
ENSG00000198380	p13.3	2	69319769	69387254	GFPT1
ENSG00000115661	q35	2	219245455	219250337	STK16
ENSG00000163516	q35	2	219229783	219236679	ANKZF1
ENSG00000116044	q31.2	2	177227595	177392697	NFE2L2
ENSG00000127824	q35	2	219249710	219278170	TUBA4A
ENSG00000153107	q13	2	111611639	111884690	ANAPC1
ENSG00000177483	q37.3	2	237798389	237842808	RBM44
ENSG00000243910	q35	2	219253243	219272197	TUBA4B
ENSG00000162980	q23.3	2	151788984	151828492	ARL5A
ENSG00000163521	q35	2	219236598	219245478	GLB1L
ENSG00000124831	q37.3	2	237627587	237813682	LRRFIP1
ENSG00000283228	q23.3	2	151802651	151973949	
ENSG00000115008	q14.1	2	112773915	112784590	IL1A
ENSG00000214595	p16.1	2	54723499	54972025	EML6
ENSG00000153094	q13	2	111119378	111168445	BCL2L11
ENSG00000119888	p21	2	47345158	47387601	EPCAM
ENSG00000153093	q13	2	110732573	111118222	ACOXL
ENSG00000066248	q37.1	2	232878701	233013256	NGEF
ENSG00000152147	p22.1	2	38751534	38785002	GEMIN6
ENSG00000182600	q37.1	2	232857270	232878708	SNORC
ENSG00000115474	q37.1	2	232765802	232776565	KCNJ13
ENSG00000204120	q37.1	2	232697299	232860575	GIGYF2
ENSG00000182083	q37.3	2	240028965	240030456	OR6B2
ENSG00000134324	p25.1	2	11677595	11827409	LPIN1
ENSG00000157851	p23.3	2	26847747	26950351	DPYSL5
ENSG00000178562	q33.2	2	203706475	203738912	CD28
ENSG00000084764	p23.3	2	26970637	27027219	MAPRE3
ENSG00000152291	p11.2	2	85318020	85328296	TGOLN2
ENSG00000163599	q33.2	2	203867771	203873965	CTLA4
ENSG00000119862	p14	2	64453969	64461381	LGALSL
ENSG00000178586	q37.3	2	240045077	240047027	OR6B3
ENSG00000172428	q37.3	2	240126563	240136807	COPS9
ENSG00000115145	q23.3	2	152116801	152175763	STAM2
ENSG00000178602	q37.3	2	240139026	240144562	OTOS
ENSG00000175497	q14.1	2	114442299	115845752	DPP10
ENSG00000163600	q33.2	2	203936748	203961577	ICOS
ENSG00000063660	q37.3	2	240435663	240468076	GPC1
ENSG00000067066	q37.1	2	230415942	230545606	SP100
ENSG00000172482	q37.3	2	240868824	240880502	AGXT
ENSG00000115267	q24.2	2	162267074	162318684	IFIH1
ENSG00000176720	q37.3	2	241551424	241574131	BOK
ENSG00000125538	q14.1	2	112829751	112836816	IL1B
ENSG00000115310	p16.1	2	54972187	55112621	RTN4
ENSG00000153165	q12.2	2	106391290	106468376	RGPD3
ENSG00000163214	p22.1	2	38797729	38875934	DHX57
ENSG00000172478	q37.3	2	240886048	240896889	MAB21L4
ENSG00000075340	p13.3	2	70607618	70768225	ADD2
